scenario,seed,mean_return,daily_volatility,return_acf_1,maximum_absolute_return_acf_1_20,mean_absolute_return_acf_1_20,absolute_return_acf_1,absolute_return_acf_5,absolute_return_acf_20,absolute_return_acf_50,excess_kurtosis,volume_absolute_return_correlation,volume_acf_1,order_flow_imbalance_acf_1,order_flow_imbalance_return_correlation,mean_spread_bps,mean_depth,three_sigma_tail_fraction,mean_absolute_log_price_gap,maximum_drawdown,bubble_day_fraction,crash_day_fraction,strategy_turnover,final_wealth_gini,price_cap_hits,maximum_cash_relative_error,maximum_share_relative_error,return_skewness,leverage_correlation,learning_fitness_alignment
full,20261221,0.00014594571233243485,0.01470294713339783,-0.00039459251603503483,0.08805247665674133,0.0236187515418158,0.13647462408110392,0.1476326313343221,0.011392373041308116,-0.006957469422089215,1.13884553885467,0.28793868221324603,0.8301687096390455,0.4599244632999989,0.4120031225812023,6.7032523704160445,13664.801910150833,0.0088,0.05656012154328132,0.5368779149890643,0.0,0.004,0.0,0.15902110971170869,0.0,2.302906729958274e-15,2.3812224919145757e-15,-0.05178894137316591,-0.004482294962028654,1.0
full,20261222,0.00032332112965580324,0.011424834707906723,-0.0037366479894213687,0.0475915661955584,0.015969009661258395,-0.007768605018057441,0.0033401586942876597,-0.023778189194552296,0.017665167995758606,-0.04382243441551781,-0.02350058323622173,0.8629315555040159,0.6594194794855933,0.05610460816033756,6.57064484278278,13446.956281542105,0.0024,0.10892952950526721,0.3308432847060029,0.0,0.0,0.0,0.030292577550391497,0.0,1.4901161193847656e-15,2.1166422150351785e-15,0.06723124685110349,0.008076392814873684,1.0
full,20261223,0.000506016138195897,0.013280865915921914,-0.014847594005088107,0.06418009152390387,0.021008119322218875,0.09971678212779904,0.0568256590301167,0.005477286081779592,0.014143838429899183,0.6158032970425587,0.24370070404555572,0.93761850232513,0.42187352555345353,0.29543032573944666,6.5575650282472076,13668.86378362883,0.0048,0.026567154145830205,0.41378081413811973,0.0,0.0008,0.0,0.08270527557302598,0.0,3.3866275440562853e-15,1.98435207659548e-15,0.1002717344749517,0.05157428584264978,1.0
full,20261224,0.00023980682747733618,0.022249610404135586,-0.04174016215094363,0.15676648208914742,0.027354253301964736,0.2673424226274539,0.2347916184149374,0.14577746449906823,0.002424510087461564,4.521429644775229,0.4527006827126832,0.8732500094984269,0.41758137220113206,0.5456800349119436,7.089668856024327,13781.773601675146,0.0168,0.03740436387484081,0.3615839403976303,0.0104,0.0148,0.0,0.1807690639992945,0.0,1.625581221147017e-15,2.5135126303542743e-15,0.08607330334279908,-0.022244593612976395,1.0
full,20261225,0.0007028136725089631,0.011831012666883073,-0.005924769611898266,0.04362040680848934,0.014925576345872698,0.02686124368978335,-0.009719246570051882,0.021887684025168788,0.032671521240207724,0.06870507895321909,0.1125729986543374,0.9508171410618663,0.7297296050111237,0.1074400123718472,6.549958444529648,13492.062757558673,0.0044,0.17759432524382607,0.29664444937063716,0.0,0.0,0.0,0.04311448806333518,0.0,3.1156973405317828e-15,1.3229013843969864e-15,0.02034403763629072,0.004726817007426342,1.0
full,20261226,0.000254732307244603,0.01530327420007427,-0.030698234583053676,0.07891977701611931,0.022898909544215494,0.1284456932490407,0.10781259416451873,0.026204555766211304,-0.0036371243546836434,0.5389478017641491,0.2816968010675811,0.8485040415238277,0.4464125904008993,0.4653990036140641,6.76228209256921,13623.777030912348,0.0044,0.015587718734964673,0.4297547474873372,0.0,0.002,0.0,0.11587732587996458,0.0,4.063953052867543e-15,1.8520619381557813e-15,-0.018252098992243115,0.0025410208203998003,1.0
full,20261227,0.0005664046267990909,0.013350805682327091,-0.03414119158312316,0.04965597830146445,0.0185760660819259,0.06621415010075625,0.032073159752292496,0.08993904237085905,0.01955730575340284,0.29278667400605984,0.2252852086284008,0.9378069619988235,0.546721754220451,0.24682550417024396,6.603924638402618,13608.760485881763,0.0032,0.051062961665612625,0.3103569812644219,0.0,0.0012,0.0,0.06510149408048527,0.0,3.251162442294034e-15,2.9103830456733705e-15,-0.004684693360653597,0.0038324141337485944,1.0
full,20261228,0.00033777653185908534,0.01448224647519703,-0.015564055641377613,0.08560252361106292,0.03028294790254426,0.12999734219157713,0.11398560316467601,0.07119807689882676,0.044531092980436185,0.8167738085881169,0.31627969783987,0.9320824308377433,0.4370573805293356,0.3509957561514701,6.670008724293614,13630.584127080485,0.0076,0.02063609036665017,0.28829634241509916,0.0,0.0008,0.0,0.07828459022059442,0.0,2.1674416281960227e-15,5.820766091346741e-15,0.1116553924181238,-0.01302407053903307,1.0
full,20261229,0.0002488454348914889,0.01261720472365889,-0.04840432417268727,0.04840432417268727,0.018653950485693353,0.05204083273093168,0.04255003776133278,0.007979877408470842,-0.0068429914126198485,0.04086229671094932,0.17300002511956922,0.9179579381611043,0.47930728405995926,0.2234613973446842,6.615567152712723,13486.764948752118,0.0032,0.04969372811018759,0.38216496482817175,0.0,0.0,0.0,0.060964665420286,0.0,2.7093020352450286e-15,2.3812224919145757e-15,-0.04415857478693103,0.009205410999974737,1.0
full,20261230,0.00045662007244308037,0.015545833201735046,0.0013899251625634763,0.07769764743924934,0.023194169380776782,0.11561360512949863,0.10376218007444589,0.04131237512594843,0.01587363965346282,0.9208469187439929,0.2685817210479032,0.8874402994955889,0.4453802940669611,0.42949721641366,6.6811437269795135,13738.490798327153,0.0072,0.03199295514406233,0.30261183142435266,0.0016,0.0032,0.0,0.12259635058685081,0.0,2.0319765264337714e-15,2.248932353474877e-15,-0.05739837331409135,0.0037781517893672963,1.0
full,20261231,2.0436712243326836e-05,0.013008646071201054,-0.01696867925556368,0.05049116077106105,0.02289609513754578,0.045758512339758355,0.06203357286211334,0.017827385999169408,-0.013943888378771226,0.09647754772669526,0.13555522800190578,0.8351319156542877,0.4312146180843976,0.30908931983513516,6.651364670371882,13504.14106049073,0.0044,0.05020283159593388,0.41203263296681114,0.0,0.0,0.0,0.07934008154643757,0.0,5.283138968727805e-15,2.645802768793973e-15,-0.005656402059072073,0.04863001565298936,1.0
full,20261232,0.0005300363287042927,0.019160710549007073,-0.035898112688690816,0.10377376043938247,0.031082972413879556,0.3147690633767476,0.32696380386150264,0.13311203336706473,0.04078861488351436,6.6919400950736545,0.48416608757061264,0.9176479531013558,0.4535113648528978,0.46114225680262777,6.763483387931447,13985.985977577255,0.014,0.0262845533083399,0.38700025888772116,0.0024,0.0088,0.0,0.16391811319381633,0.0,1.7610463229092685e-15,3.3072534609924663e-15,0.15707017318864291,0.025440414239115073,1.0
full,20261233,0.00012335415372309342,0.013564371122363283,-0.029502036373882927,0.08727567548230832,0.019697074648210182,0.07944557728243991,0.04567363694084583,-0.008502604085591465,0.007331219753186982,0.13039308065574495,0.14825403486779418,0.8279471511750379,0.42400488662942626,0.36871440874664096,6.671668294872566,13523.0190721645,0.0036,0.06679729473827477,0.3047052606499604,0.0,0.0,0.0,0.09269912528478685,0.0,1.3546510176225143e-15,1.5874816612763839e-15,-0.028660714889845236,0.060368714990018474,1.0
full,20261234,0.00029424509311853377,0.015189316335682879,-0.042637947678934335,0.08343948770188298,0.02303496853080001,0.12630215361022284,0.10461204498602522,0.04048059009308181,0.02926639838403331,0.8022270074617146,0.2764535644619816,0.8388947262901272,0.40984671503487835,0.4753343012046038,6.717626307596037,13615.2667773516,0.0068,0.01638499531996709,0.36066405945659297,0.0,0.002,0.0,0.10488634388260776,0.0,1.7610463229092685e-15,2.778092907233672e-15,0.013860754436077087,0.014323740171805,1.0
full,20261235,0.0006293547505845062,0.017301960617875523,-0.0325226053249935,0.10177868383895095,0.03374161755566287,0.2813490562173228,0.23566032546786025,0.12803912455338493,0.031965506269492516,5.17834124640572,0.44365932929559043,0.9441838516854336,0.5184243753295708,0.3474549344533875,6.757831908139776,13733.950126526057,0.014,0.05151547954611592,0.460232212754192,0.0,0.0072,0.0,0.10475790164628807,0.0,2.7093020352450286e-15,2.3812224919145757e-15,-0.2763138211100797,0.007858511169062866,1.0
full,20261236,0.0007776289112993993,0.011586896674422184,-0.015199356734234856,0.046575194453881474,0.017407928694729506,0.01628087446153603,-0.004215400221587094,-0.004209513630812227,-0.006082275886766126,-0.04941466047204468,0.042489079584025986,0.9469236072388192,0.772977098935883,0.04137276247245776,6.593094391138862,13409.41096601783,0.0032,0.14341620841304564,0.17507479716141816,0.0,0.0,0.0,0.025937733413192054,0.0,3.657557747580788e-15,2.5135126303542743e-15,-0.029210949957089116,-0.021456270959251927,1.0
