scenario,seed,mean_return,daily_volatility,return_acf_1,absolute_return_acf_1,excess_kurtosis,volume_absolute_return_correlation,mean_absolute_log_price_gap,maximum_drawdown,bubble_day_fraction,crash_day_fraction,strategy_turnover,final_wealth_gini,price_cap_hits,maximum_cash_relative_error,maximum_share_relative_error
trend_only,20260927,6.941874811492354e-05,0.0006006794675265433,0.19333605044273436,0.02617764407611112,0.4165426629543534,0.9334542137352007,0.0701464132184979,0.025478962631307445,0.14342629482071714,0.0,0.0,6.048564326999184e-05,0.0,4.0639530528675426e-16,3.9687041531909596e-16
trend_only,20260928,-0.0001494868197753867,0.0006152202758588727,0.22337802752322475,-0.042155458968444276,-0.13476322223342097,0.953595831586018,0.10741197103854182,0.05625148826458526,0.0,0.0,0.0,0.00010090782043370439,0.0,4.0639530528675426e-16,9.260309690778906e-16
trend_only,20260929,0.00010220859759199285,0.0006478944798440366,0.17652820290749063,0.0665230232515183,0.6994900173381855,0.9481958423489785,0.07238585302441113,0.01315574454227908,0.0,0.0,0.0,5.82979744085943e-05,0.0,1.2191859158602628e-15,9.260309690778906e-16
trend_only,20260930,0.00020419683983778826,0.0005663112559740893,0.08639872498740075,-0.11346772229947513,0.017307402705639685,0.9351787196033531,0.08700623724999801,0.01290902288730078,0.0,0.0,0.0,9.848221332986462e-05,0.0,6.773255088112571e-16,7.937408306381919e-16
trend_only,20260931,-9.184676695931771e-05,0.0006056656841182732,0.08216180944828501,0.010722749410730495,-0.08105868013031081,0.9412363081334659,0.06940948932057647,0.03296136259954141,0.0,0.0,0.0,5.4709152407239614e-05,0.0,6.773255088112571e-16,7.937408306381919e-16
trend_only,20260932,0.00026387969096945696,0.0006264880751086396,0.08138957186190804,-0.10398136270909991,0.03187794445077641,0.9532137373537495,0.17278974238548878,0.012526421053611014,0.0,0.0,0.0,8.022980705124638e-05,0.0,5.418604070490057e-16,3.9687041531909596e-16
noise_only,20260901,0.002999271423656225,0.0483965244195317,-0.000893773956963754,-0.002411395874352185,0.23505212790493335,0.7983474057167,0.24900915638309526,0.5152626667725538,0.6972111553784861,0.124,0.0,0.07668302396191895,0.0,6.773255088112571e-16,5.291605537587946e-16
noise_only,20260902,0.00234651982828305,0.0510259144270019,-0.04216173970937639,0.12730864154905944,0.026929880484850344,0.7808764425724279,0.30806463764018893,0.4850054018343929,0.7171314741035857,0.156,0.0,0.059678432426385486,0.0,5.418604070490057e-16,5.291605537587946e-16
noise_only,20260903,-0.006286791624545447,0.12553764331378267,0.04663731205452798,0.36960152329876084,-1.6576919017014347,0.576339823338624,1.6215815557946653,0.9562092604422555,0.03187250996015936,0.432,0.0,0.12432304843910802,147.0,8.127906105735085e-16,5.291605537587946e-16
noise_only,20260904,0.002618278716566955,0.08563107987148158,-0.030367923365597727,0.30624011978786747,-0.7602366620674981,0.7190703961604814,0.5889950398799537,0.8078972283537583,0.2151394422310757,0.28,0.0,0.21014865548504313,39.0,1.0837208140980114e-15,5.291605537587946e-16
noise_only,20260905,0.0035029767607702984,0.038904346504775714,-0.036329156792482255,0.14696718926311705,0.5712409290688729,0.8409395142624952,0.6392532181994505,0.32987212195983884,0.9681274900398407,0.084,0.0,0.0426186060158964,0.0,6.773255088112571e-16,5.291605537587946e-16
